ID,lonid,latid,ObsYear,season,VANCAR.median,DANPLE.median,AGRAVAN.median,EURPRO.median,CHICAT.median,ASCMON.median,VANCAR.n,DANPLE.n,AGRAVAN.n,EURPRO.n,CHICAT.n,ASCMON.n
7268,-84.25,32.75,2015,fall,NA,237,237,NA,NA,NA,NA,10,14,NA,NA,NA
7269,-84.25,32.75,2016,fall,NA,NA,242,NA,NA,NA,NA,NA,21,NA,NA,NA
7270,-84.25,32.75,2017,fall,226,226,226,NA,NA,NA,7,5,7,NA,NA,NA
7271,-84.25,32.75,2018,fall,NA,240,240,NA,NA,NA,NA,10,14,NA,NA,NA
7272,-84.25,33.25,2002,fall,NA,NA,187.5,NA,NA,NA,NA,NA,28,NA,NA,NA
7273,-84.25,33.25,2002,spring,NA,NA,161,NA,NA,NA,NA,NA,21,NA,NA,NA
7274,-84.25,33.25,2003,fall,296,330,330,NA,NA,NA,7,10,14,NA,NA,NA
7275,-84.25,33.25,2004,fall,NA,231,231,NA,NA,NA,NA,5,7,NA,NA,NA
7276,-84.25,33.25,2004,spring,102,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
7277,-84.25,33.25,2005,fall,NA,NA,235,NA,NA,NA,NA,NA,7,NA,NA,NA
7278,-84.25,33.25,2005,spring,NA,NA,150,NA,NA,NA,NA,NA,7,NA,NA,NA
7279,-84.25,33.25,2006,fall,NA,228,228,NA,NA,NA,NA,5,7,NA,NA,NA
7280,-84.25,33.25,2007,fall,229,229,229,NA,NA,NA,7,5,7,NA,NA,NA
7281,-84.25,33.25,2008,spring,165,165,165,NA,NA,NA,7,5,7,NA,NA,NA
7282,-84.25,33.25,2009,fall,223,223,223,NA,NA,NA,7,5,7,NA,NA,NA
7283,-84.25,33.25,2010,fall,NA,287,254.5,NA,NA,NA,NA,35,238,NA,NA,NA
7284,-84.25,33.25,2010,spring,NA,140,142,NA,NA,NA,NA,5,7,NA,NA,NA
7285,-84.25,33.25,2011,fall,NA,258,259,NA,NA,NA,NA,20,84,NA,NA,NA
7286,-84.25,33.25,2011,spring,NA,111,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7287,-84.25,33.25,2012,fall,256,256,247,NA,NA,NA,35,25,91,NA,NA,NA
7288,-84.25,33.25,2012,spring,126,126,126,NA,NA,NA,7,15,35,NA,NA,NA
7289,-84.25,33.25,2013,fall,NA,232,232,NA,NA,NA,NA,10,14,NA,NA,NA
7290,-84.25,33.25,2013,spring,NA,NA,37,NA,NA,NA,NA,NA,7,NA,NA,NA
7291,-84.25,33.25,2014,fall,NA,266,211,NA,NA,NA,NA,5,21,NA,NA,NA
7292,-84.25,33.25,2015,fall,NA,244,244,NA,NA,NA,NA,5,7,NA,NA,NA
7293,-84.25,33.25,2016,fall,NA,267,267,NA,NA,NA,NA,10,28,NA,NA,NA
7294,-84.25,33.75,2001,fall,233.5,NA,233.5,NA,NA,NA,14,NA,14,NA,NA,NA
7295,-84.25,33.75,2002,fall,NA,255,230.5,NA,NA,NA,NA,5,42,NA,NA,NA
7296,-84.25,33.75,2003,fall,221,221,221,NA,NA,NA,28,20,49,NA,NA,NA
7297,-84.25,33.75,2004,fall,NA,NA,236,NA,NA,NA,NA,NA,14,NA,NA,NA
7298,-84.25,33.75,2005,fall,NA,211,211,NA,NA,NA,NA,5,7,NA,NA,NA
7299,-84.25,33.75,2005,spring,110,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
7300,-84.25,33.75,2006,fall,NA,224,224,NA,NA,NA,NA,5,7,NA,NA,NA
7301,-84.25,33.75,2007,fall,NA,216,216,NA,NA,NA,NA,5,7,NA,NA,NA
7302,-84.25,33.75,2008,fall,222,NA,222,NA,NA,NA,7,NA,7,NA,NA,NA
7303,-84.25,33.75,2009,fall,NA,NA,213,NA,NA,NA,NA,NA,7,NA,NA,NA
7304,-84.25,33.75,2010,fall,238,257,257,NA,NA,NA,28,35,168,NA,NA,NA
7305,-84.25,33.75,2010,spring,167,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
7306,-84.25,33.75,2011,fall,NA,218,219.5,NA,NA,NA,NA,15,70,NA,NA,NA
7307,-84.25,33.75,2011,spring,NA,128.5,116,NA,NA,NA,NA,20,7,NA,NA,NA
7308,-84.25,33.75,2012,fall,234.5,252,271,NA,NA,NA,70,25,84,NA,NA,NA
7309,-84.25,33.75,2012,spring,129,129,133,NA,NA,NA,7,5,35,NA,NA,NA
7310,-84.25,33.75,2013,fall,257,222,215,NA,NA,NA,7,15,70,NA,NA,NA
7311,-84.25,33.75,2014,fall,236.5,237.5,259,NA,NA,NA,28,30,49,NA,NA,NA
7312,-84.25,33.75,2014,spring,NA,126,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7313,-84.25,33.75,2015,fall,259,NA,213,NA,NA,NA,7,NA,42,NA,NA,NA
7314,-84.25,33.75,2015,spring,93,NA,160.5,NA,NA,NA,14,NA,28,NA,NA,NA
7315,-84.25,33.75,2016,fall,NA,NA,226,NA,NA,NA,NA,NA,21,NA,NA,NA
7316,-84.25,33.75,2016,spring,123.5,NA,171,NA,NA,NA,14,NA,7,NA,NA,NA
7317,-84.25,33.75,2017,fall,251,244,244,NA,NA,NA,70,55,77,NA,NA,NA
7318,-84.25,33.75,2017,spring,NA,111,141,NA,NA,NA,NA,25,21,NA,NA,NA
7319,-84.25,33.75,2018,fall,NA,231,223.5,NA,NA,NA,NA,40,70,NA,NA,NA
7320,-84.25,33.75,2018,spring,NA,107,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7321,-84.25,33.75,2019,fall,215,215,215,NA,NA,NA,7,5,7,NA,NA,NA
7322,-84.25,34.25,2001,spring,76,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
7323,-84.25,34.25,2003,fall,267,262,262,NA,NA,NA,7,5,7,NA,NA,NA
7324,-84.25,34.25,2016,fall,NA,NA,330,NA,NA,NA,NA,NA,42,NA,NA,NA
7325,-84.25,34.25,2017,fall,NA,248,244.5,NA,NA,NA,NA,10,28,NA,NA,NA
7326,-84.25,34.25,2018,fall,NA,270,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7327,-84.25,34.75,1999,fall,NA,236.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7328,-84.25,34.75,2018,fall,NA,NA,250,NA,NA,NA,NA,NA,14,NA,NA,NA
7329,-84.25,36.25,2003,fall,NA,257,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7330,-84.25,36.25,2005,fall,NA,204,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7331,-84.25,36.75,2016,fall,NA,209,209,NA,NA,NA,NA,5,7,NA,NA,NA
7332,-84.25,36.75,2017,fall,NA,197,197,NA,NA,NA,NA,5,7,NA,NA,NA
7333,-84.25,37.75,1997,fall,207,207,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7334,-84.25,37.75,1998,fall,NA,218,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7335,-84.25,37.75,2000,fall,190,190,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7336,-84.25,37.75,2001,fall,NA,195,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7337,-84.25,37.75,2002,fall,NA,201,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7338,-84.25,37.75,2003,fall,193,193,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7339,-84.25,37.75,2005,fall,197,197,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7340,-84.25,37.75,2007,fall,NA,249,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7341,-84.25,37.75,2017,fall,196,196,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7342,-84.25,37.75,2018,spring,NA,181,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7343,-84.25,38.25,2015,fall,NA,287,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7344,-84.25,38.75,2002,fall,NA,242,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7345,-84.25,38.75,2003,fall,NA,230,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7346,-84.25,38.75,2009,fall,262,232.5,NA,NA,NA,NA,7,30,NA,NA,NA,NA
7347,-84.25,38.75,2009,spring,NA,149,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7348,-84.25,38.75,2010,fall,NA,240,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
7349,-84.25,38.75,2012,fall,271,247,NA,NA,NA,NA,14,40,NA,NA,NA,NA
7350,-84.25,38.75,2013,fall,NA,263,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
7351,-84.25,38.75,2014,fall,NA,235,NA,NA,NA,NA,NA,25,NA,NA,NA,NA
7352,-84.25,38.75,2014,spring,NA,165,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7353,-84.25,38.75,2015,fall,185,247,NA,NA,NA,NA,7,25,NA,NA,NA,NA
7354,-84.25,38.75,2015,spring,142,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
7355,-84.25,39.25,1995,fall,NA,253,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7356,-84.25,39.25,1999,fall,193,235,NA,NA,NA,NA,7,45,NA,NA,NA,NA
7357,-84.25,39.25,1999,spring,NA,172,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7358,-84.25,39.25,2000,fall,NA,258,NA,NA,NA,NA,NA,45,NA,NA,NA,NA
7359,-84.25,39.25,2000,spring,NA,178,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7360,-84.25,39.25,2001,fall,239,236,NA,NA,NA,NA,35,70,NA,NA,NA,NA
7361,-84.25,39.25,2001,spring,NA,163,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7362,-84.25,39.25,2002,fall,251,246,NA,NA,NA,NA,21,105,NA,NA,NA,NA
7363,-84.25,39.25,2003,fall,266,234,NA,NA,NA,NA,133,190,NA,NA,NA,NA
7364,-84.25,39.25,2003,spring,134,121,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7365,-84.25,39.25,2004,fall,NA,238,NA,NA,NA,NA,NA,110,NA,NA,NA,NA
7366,-84.25,39.25,2004,spring,180,170,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7367,-84.25,39.25,2005,fall,249,243,NA,NA,NA,NA,84,205,NA,NA,NA,NA
7368,-84.25,39.25,2005,spring,155,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
7369,-84.25,39.25,2006,fall,NA,224.5,NA,NA,NA,NA,NA,220,NA,NA,NA,NA
7370,-84.25,39.25,2006,spring,134,165,NA,NA,NA,NA,14,35,NA,NA,NA,NA
7371,-84.25,39.25,2007,fall,243,229.5,NA,NA,NA,NA,56,170,NA,NA,NA,NA
7372,-84.25,39.25,2007,spring,128,150.5,NA,NA,NA,NA,7,20,NA,NA,NA,NA
7373,-84.25,39.25,2008,fall,236.5,219,NA,NA,NA,NA,28,115,NA,NA,NA,NA
7374,-84.25,39.25,2008,spring,116,138.5,NA,NA,NA,NA,21,30,NA,NA,NA,NA
7375,-84.25,39.25,2009,fall,271,237,NA,NA,NA,NA,56,155,NA,NA,NA,NA
7376,-84.25,39.25,2009,spring,138,160,NA,NA,NA,NA,21,35,NA,NA,NA,NA
7377,-84.25,39.25,2010,fall,240,232,NA,NA,NA,NA,21,110,NA,NA,NA,NA
7378,-84.25,39.25,2010,spring,143,159,NA,NA,NA,NA,7,10,NA,NA,NA,NA
7379,-84.25,39.25,2011,fall,NA,248,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
7380,-84.25,39.25,2012,fall,267.5,249,NA,NA,NA,NA,112,95,NA,NA,NA,NA
7381,-84.25,39.25,2012,spring,122.5,169,NA,NA,NA,NA,42,20,NA,NA,NA,NA
7382,-84.25,39.25,2013,fall,277,250,NA,NA,NA,NA,21,60,NA,NA,NA,NA
7383,-84.25,39.25,2013,spring,NA,159,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7384,-84.25,39.25,2014,fall,269,236.5,NA,NA,NA,NA,105,170,NA,NA,NA,NA
7385,-84.25,39.25,2014,spring,143,156,NA,NA,NA,NA,21,25,NA,NA,NA,NA
7386,-84.25,39.25,2015,fall,278,243,NA,NA,NA,NA,7,245,NA,NA,NA,NA
7387,-84.25,39.25,2015,spring,NA,174,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
7388,-84.25,39.25,2016,fall,NA,251.5,NA,NA,NA,NA,NA,180,NA,NA,NA,NA
7389,-84.25,39.25,2016,spring,NA,176,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7390,-84.25,39.25,2017,fall,270.5,249,NA,NA,NA,NA,140,165,NA,NA,NA,NA
7391,-84.25,39.25,2017,spring,163,161,NA,NA,NA,NA,35,15,NA,NA,NA,NA
7392,-84.25,39.25,2018,fall,310,308,NA,NA,NA,NA,14,10,NA,NA,NA,NA
7393,-84.25,39.25,2018,spring,NA,167,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7394,-84.25,39.75,1989,fall,203,203,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7395,-84.25,39.75,1990,fall,NA,205,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7396,-84.25,39.75,1991,fall,201,201,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7397,-84.25,39.75,1992,fall,200,200,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7398,-84.25,39.75,1993,fall,198,198,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7399,-84.25,39.75,1994,fall,NA,204,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7400,-84.25,39.75,1995,fall,203,203,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7401,-84.25,39.75,1996,fall,202,202,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7402,-84.25,39.75,1997,fall,NA,196.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7403,-84.25,39.75,1998,fall,199,199,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7404,-84.25,39.75,1999,fall,269,228,NA,NA,NA,NA,7,95,NA,NA,NA,NA
7405,-84.25,39.75,1999,spring,NA,179,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7406,-84.25,39.75,2000,fall,232,224,NA,NA,NA,NA,7,155,NA,NA,NA,NA
7407,-84.25,39.75,2000,spring,NA,145,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7408,-84.25,39.75,2001,fall,237,232,NA,NA,NA,NA,105,125,NA,NA,NA,NA
7409,-84.25,39.75,2001,spring,161,168,NA,NA,NA,NA,35,5,NA,NA,NA,NA
7410,-84.25,39.75,2002,fall,NA,248,NA,NA,NA,NA,NA,85,NA,NA,NA,NA
7411,-84.25,39.75,2002,spring,124,171,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7412,-84.25,39.75,2003,fall,257,237.5,NA,NA,NA,NA,168,220,NA,NA,NA,NA
7413,-84.25,39.75,2003,spring,145,142,NA,NA,NA,NA,14,15,NA,NA,NA,NA
7414,-84.25,39.75,2004,fall,210,237,NA,NA,NA,NA,7,60,NA,NA,NA,NA
7415,-84.25,39.75,2004,spring,NA,177,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7416,-84.25,39.75,2005,fall,243.5,238,NA,NA,NA,NA,112,215,NA,NA,NA,NA
7417,-84.25,39.75,2005,spring,169,153.5,NA,NA,NA,NA,14,40,NA,NA,NA,NA
7418,-84.25,39.75,2006,fall,275.5,228.5,NA,NA,NA,NA,14,170,NA,NA,NA,NA
7419,-84.25,39.75,2006,spring,NA,139,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7420,-84.25,39.75,2007,fall,259,240,NA,NA,NA,NA,91,160,NA,NA,NA,NA
7421,-84.25,39.75,2007,spring,150,153,NA,NA,NA,NA,7,40,NA,NA,NA,NA
7422,-84.25,39.75,2008,fall,246,244.5,NA,NA,NA,NA,49,120,NA,NA,NA,NA
7423,-84.25,39.75,2008,spring,160,149,NA,NA,NA,NA,21,10,NA,NA,NA,NA
7424,-84.25,39.75,2009,fall,255,231.5,NA,NA,NA,NA,21,80,NA,NA,NA,NA
7425,-84.25,39.75,2009,spring,NA,143.5,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
7426,-84.25,39.75,2010,fall,266,222.5,NA,NA,NA,NA,35,150,NA,NA,NA,NA
7427,-84.25,39.75,2010,spring,174,168,NA,NA,NA,NA,14,15,NA,NA,NA,NA
7428,-84.25,39.75,2011,fall,267,240,NA,NA,NA,NA,7,150,NA,NA,NA,NA
7429,-84.25,39.75,2011,spring,NA,153,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
7430,-84.25,39.75,2012,fall,261.5,251,NA,NA,NA,NA,154,175,NA,NA,NA,NA
7431,-84.25,39.75,2012,spring,154,144,NA,NA,NA,NA,14,65,NA,NA,NA,NA
7432,-84.25,39.75,2013,fall,266,252,NA,NA,NA,NA,70,95,NA,NA,NA,NA
7433,-84.25,39.75,2013,spring,NA,152,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7434,-84.25,39.75,2014,fall,262.5,243.5,NA,NA,NA,NA,126,190,NA,NA,NA,NA
7435,-84.25,39.75,2014,spring,170,169.5,NA,NA,NA,NA,21,30,NA,NA,NA,NA
7436,-84.25,39.75,2015,fall,218.5,239,NA,NA,NA,NA,14,255,NA,NA,NA,NA
7437,-84.25,39.75,2015,spring,156.5,170.5,NA,NA,NA,NA,14,10,NA,NA,NA,NA
7438,-84.25,39.75,2016,fall,260,248.5,NA,NA,NA,NA,21,150,NA,NA,NA,NA
7439,-84.25,39.75,2016,spring,148,169,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7440,-84.25,39.75,2017,fall,253,240.5,NA,NA,NA,NA,147,210,NA,NA,NA,NA
7441,-84.25,39.75,2017,spring,152,154,NA,NA,NA,NA,14,35,NA,NA,NA,NA
7442,-84.25,39.75,2018,fall,NA,195,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7443,-84.25,40.25,1991,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7444,-84.25,40.25,1995,fall,NA,189,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7445,-84.25,40.25,2013,fall,250,247,NA,NA,NA,NA,21,10,NA,NA,NA,NA
7446,-84.25,40.25,2013,spring,NA,180,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7447,-84.25,40.25,2014,fall,246,221,NA,NA,NA,NA,56,35,NA,NA,NA,NA
7448,-84.25,40.25,2015,fall,241,241,NA,NA,NA,NA,7,45,NA,NA,NA,NA
7449,-84.25,40.75,1998,fall,NA,225.5,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
7450,-84.25,40.75,1999,fall,NA,243,NA,NA,NA,NA,NA,85,NA,NA,NA,NA
7451,-84.25,40.75,1999,spring,136,148,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7452,-84.25,40.75,2000,fall,NA,250,NA,NA,NA,NA,NA,80,NA,NA,NA,NA
7453,-84.25,40.75,2001,fall,226,233,NA,NA,NA,NA,49,105,NA,NA,NA,NA
7454,-84.25,40.75,2001,spring,140,167.5,NA,NA,NA,NA,7,10,NA,NA,NA,NA
7455,-84.25,40.75,2002,fall,242,245,NA,NA,NA,NA,21,85,NA,NA,NA,NA
7456,-84.25,40.75,2002,spring,NA,176,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7457,-84.25,40.75,2003,fall,235,237,NA,NA,NA,NA,42,100,NA,NA,NA,NA
7458,-84.25,40.75,2003,spring,147,154,NA,NA,NA,NA,14,5,NA,NA,NA,NA
7459,-84.25,40.75,2004,fall,239,235.5,NA,NA,NA,NA,14,70,NA,NA,NA,NA
7460,-84.25,40.75,2004,spring,174,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
7461,-84.25,40.75,2005,fall,233,238,NA,NA,NA,NA,42,145,NA,NA,NA,NA
7462,-84.25,40.75,2005,spring,NA,164,NA,NA,NA,NA,NA,25,NA,NA,NA,NA
7463,-84.25,40.75,2009,fall,NA,215,NA,NA,NA,NA,NA,95,NA,NA,NA,NA
7464,-84.25,40.75,2009,spring,NA,165,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7465,-84.25,40.75,2010,fall,262,230,NA,NA,NA,NA,14,110,NA,NA,NA,NA
7466,-84.25,40.75,2010,spring,NA,152,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7467,-84.25,40.75,2011,fall,NA,248.5,NA,NA,NA,NA,NA,90,NA,NA,NA,NA
7468,-84.25,40.75,2012,fall,249.5,236,NA,NA,NA,NA,84,125,NA,NA,NA,NA
7469,-84.25,40.75,2012,spring,130,140.5,NA,NA,NA,NA,7,40,NA,NA,NA,NA
7470,-84.25,40.75,2013,fall,209,255,NA,NA,NA,NA,35,55,NA,NA,NA,NA
7471,-84.25,40.75,2013,spring,140,154,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7472,-84.25,40.75,2014,fall,249,226,NA,NA,NA,NA,42,165,NA,NA,NA,NA
7473,-84.25,40.75,2014,spring,NA,173,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7474,-84.25,40.75,2015,fall,NA,235,NA,NA,NA,NA,NA,185,NA,NA,NA,NA
7475,-84.25,40.75,2015,spring,NA,172,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7476,-84.25,40.75,2016,fall,218,262,NA,NA,NA,NA,7,95,NA,NA,NA,NA
7477,-84.25,40.75,2016,spring,NA,163,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7478,-84.25,40.75,2017,fall,257.5,247,NA,NA,NA,NA,56,80,NA,NA,NA,NA
7479,-84.25,40.75,2017,spring,NA,161,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7480,-84.25,41.25,1999,fall,NA,224,NA,NA,NA,NA,NA,65,NA,NA,NA,NA
7481,-84.25,41.25,1999,spring,181,163,NA,NA,NA,NA,7,15,NA,NA,NA,NA
7482,-84.25,41.25,2008,spring,NA,126.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7483,-84.25,42.25,1995,spring,175,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
7484,-84.25,42.25,1996,spring,NA,177.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7485,-84.25,42.25,1997,fall,NA,191,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7486,-84.25,42.25,1997,spring,NA,179,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7487,-84.25,42.25,1998,fall,NA,185,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7488,-84.25,42.25,1999,fall,NA,184,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7489,-84.25,42.25,2000,fall,NA,183,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7490,-84.25,42.25,2000,spring,NA,176,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7491,-84.25,42.25,2001,spring,174,177.5,NA,NA,NA,NA,7,10,NA,NA,NA,NA
7492,-84.25,42.25,2002,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7493,-84.25,42.25,2002,spring,NA,180,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7494,-84.25,42.25,2003,fall,186,186,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7495,-84.25,42.25,2003,spring,181,181,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7496,-84.25,42.25,2004,fall,NA,185,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7497,-84.25,42.25,2004,spring,NA,182,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7498,-84.25,42.25,2005,fall,183,183,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7499,-84.25,42.25,2005,spring,NA,181,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7500,-84.25,42.25,2006,fall,NA,184,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7501,-84.25,42.25,2007,fall,NA,183,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7502,-84.25,42.25,2007,spring,NA,167,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7503,-84.25,42.25,2008,fall,NA,184,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7504,-84.25,42.25,2008,spring,166,166,NA,NA,NA,NA,14,10,NA,NA,NA,NA
7505,-84.25,42.25,2009,fall,NA,206,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7506,-84.25,42.25,2009,spring,NA,162.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7507,-84.25,42.25,2010,fall,204,184,NA,NA,NA,NA,14,15,NA,NA,NA,NA
7508,-84.25,42.25,2010,spring,NA,149,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7509,-84.25,42.25,2011,fall,NA,207.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7510,-84.25,42.25,2011,spring,NA,165,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7511,-84.25,42.25,2012,fall,184.5,186,NA,NA,NA,NA,14,15,NA,NA,NA,NA
7512,-84.25,42.25,2012,spring,148,132,NA,NA,NA,NA,7,15,NA,NA,NA,NA
7513,-84.25,42.25,2013,fall,NA,209.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7514,-84.25,42.25,2013,spring,NA,181,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7515,-84.25,42.25,2014,fall,235,193,NA,NA,NA,NA,7,45,NA,NA,NA,NA
7516,-84.25,42.25,2014,spring,180,174.5,NA,NA,NA,NA,7,20,NA,NA,NA,NA
7517,-84.25,42.25,2015,fall,NA,205,NA,NA,NA,NA,NA,55,NA,NA,NA,NA
7518,-84.25,42.25,2015,spring,150,174,NA,NA,NA,NA,7,20,NA,NA,NA,NA
7519,-84.25,42.25,2016,fall,NA,209.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7520,-84.25,42.25,2016,spring,NA,149,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7521,-84.25,42.25,2017,fall,182,185,NA,NA,NA,NA,7,15,NA,NA,NA,NA
7522,-84.25,42.25,2017,spring,NA,175,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
7523,-84.25,42.25,2018,fall,NA,219.5,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
7524,-84.25,42.25,2018,spring,NA,180,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7525,-84.25,42.25,2019,fall,237,237,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7526,-84.25,42.25,2019,spring,NA,162,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7527,-84.25,42.75,2009,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7528,-84.25,42.75,2012,spring,NA,148,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7529,-84.25,42.75,2016,fall,NA,293,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7530,-84.25,43.25,1997,fall,NA,188,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7531,-84.25,43.25,1999,fall,NA,192,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7532,-84.25,43.25,2000,spring,NA,171,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7533,-84.25,43.25,2001,fall,195,195,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7534,-84.25,43.25,2002,fall,NA,201,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7535,-84.25,43.25,2003,fall,199,199,NA,NA,NA,NA,14,15,NA,NA,NA,NA
7536,-84.25,43.25,2003,spring,NA,178,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7537,-84.25,43.25,2004,fall,NA,192,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
